zone,human_count_2000_mol,human_count_2001_mol,human_count_2002_mol,human_count_2003_mol,human_count_2004_mol,human_count_2005_mol,human_count_2006_mol,human_count_2007_mol,human_count_2008_mol,human_count_2009_mol,human_count_2010_mol,human_count_2011_mol,human_count_2012_mol,human_count_2013_mol,human_count_2014_mol,human_count_2015_mol,human_count_2016_mol,human_count_2017_mol,human_count_2018_mol,human_count_2019_mol,human_count_2020_mol
81,1187928.3546101004,1210449.5677374303,1232970.8235766888,1255492.0708495677,1278013.3049272299,1300534.5418095142,1318417.1086863577,1336299.6725494266,1354182.2833252102,1372064.8212562948,1389947.411093533,1405373.4874022007,1420799.570317179,1436225.6644961834,1451651.745168388,1467077.8222605437,1480235.783034861,1493393.7631473243,1506551.7304794937,1519709.6925961971,1532867.6589701325
82,2461100.9932689667,2468837.0708637238,2476573.1381230354,2484309.218832493,2492045.3060877323,2499781.3777689934,2484711.945330143,2469642.5139932632,2454573.0726895332,2439503.6486222744,2424434.2275670767,2438313.310655117,2452192.4361629486,2466071.523210168,2479950.6354432106,2493829.7353338003,2515815.82987988,2537801.9142752886,2559788.002727866,2581774.086301565,2603760.1680903435
84,19638847.818792343,19808515.87992716,19978183.805666924,20147851.85382366,20317519.869347572,20487187.892658234,20746026.638471603,21004865.537082672,21263704.333904266,21522543.266174316,21781381.98313427,22150702.551382065,22520022.891295433,22889343.38061428,23258663.712800026,23627984.220639706,23973554.440375805,24319124.61643219,24664694.824243546,25010265.014807224,25355835.204743385
85,1359.0714898109436,1335.997076511383,1312.922772884369,1289.848412513733,1266.7740831375122,1243.6997680664062,1260.3720169067383,1277.0442562103271,1293.716519832611,1310.3887686729431,1327.0610337257385,1336.4605641365051,1345.8599886894226,1355.2594113349915,1364.6589436531067,1374.058392047882,1405.303985118866,1436.5496668815613,1467.7952976226807,1499.0408906936646,1530.2865705490112
86,11479.541428089142,11066.47027349472,10653.399896144867,10240.328552246094,9827.25779056549,9414.18666934967,9331.766741752625,9249.346960544586,9166.926426410675,9084.506861686707,9002.086786270142,8872.269632339478,8742.452547550201,8612.634986400604,8482.818044662476,8353.000908851624,8349.744297027588,8346.487597942352,8343.23179101944,8339.974957942963,8336.718548297882
88,545.5779609680176,535.2104117870331,524.8428246974945,514.4753220081329,504.10774397850037,493.74019479751587,499.19327342510223,504.64633774757385,510.0993609428406,515.5523884296417,521.0055038928986,523.5020697116852,525.9986727237701,528.4952614307404,530.9918043613434,533.4884302616119,544.3051397800446,555.1218492984772,565.9384894371033,576.7551944255829,587.5719039440155
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6012.945437202288,6058.444573162007,6103.943794578663,6149.442883919022,6194.942030896913,6240.441185457283,6221.317991123855,6202.194739522136,6183.071479439721,6163.948264226856,6144.825017101226,6180.106303979315,6215.387909965073,6250.66934514662,6285.950979521913,6321.232473437267,6346.4003289223765,6371.568326705197,6396.736440341432,6421.904461571317,6447.07239547481
96,2536998.2889499664,2677972.2837991714,2818946.236673355,2959920.1956596375,3100894.196750641,3241868.1527290344,3348464.0968818665,3455059.9841861725,3561655.9859466553,3668251.8619384766,3774847.7871074677,3881399.046110153,3987950.343137741,4094501.5265846252,4201052.826231003,4307604.110738754,4421573.505659103,4535542.891599655,4649512.19480896,4763481.579025269,4877450.905927658
97,1888172.7336726189,1949329.9663875103,2010487.218989849,2071644.3939721584,2132801.640660286,2193958.902974367,2300959.486358404,2407960.0755078793,2514960.7289862633,2621961.3334252834,2728961.8901150227,2821381.7064273357,2913801.468738079,3006221.2282993793,3098641.0043981075,3191060.79570961,3294188.2467591763,3397315.6207265854,3500443.0310418606,3603570.4103019238,3706697.85078907
98,2089645.7832641602,2149466.8588027954,2209287.9516067505,2269109.0734710693,2328930.15901947,2388751.226661682,2463171.474624634,2537591.683029175,2612011.9721832275,2686432.1691970825,2760852.4105682373,2853173.2740859985,2945494.1561813354,3037815.0261383057,3130135.876197815,3222456.700073242,3335601.863052368,3448747.030944824,3561892.1966400146,3675037.3672180176,3788182.515312195
99,3212176.6659698486,3303153.5373077393,3394130.424041748,3485107.2917633057,3576084.1620635986,3667061.0830078125,3767425.7226486206,3867790.310546875,3968154.9688568115,4068519.6037139893,4168884.2156677246,4276783.933914185,4384683.597045898,4492583.338668823,4600482.988494873,4708382.68397522,4832449.194000244,4956515.60925293,5080582.12651062,5204648.630401611,5328715.0950164795
100,1005874.6205051541,1026118.7917684913,1046362.9520939589,1066607.1479847431,1086851.3884730935,1107095.523833871,1111069.7053928375,1115043.8233550787,1119017.9959067106,1122992.120739162,1126966.2966333628,1107259.4794856906,1087552.6560797691,1067845.877992332,1048139.0972498655,1028432.294404149,992862.2630879283,957292.2180504799,921722.1718133688,886152.162822783,850582.0888965726
101,125101.89631462967,129588.86631250283,134075.83832713348,138562.8078440351,143049.77852538193,147536.74918834466,153396.8283868083,159256.89656561354,165116.97277669274,170977.0417013565,176837.1186233724,185452.69155371413,194068.2551153282,202683.82692196078,211299.39475025886,219914.96358630212,230211.11417512532,240507.2677786704,250803.41888301272,261099.58052254605,271395.7302899923
102,14903519.712364838,15128505.832263457,15353492.019778162,15578478.025610358,15803464.255009253,16028450.359758653,16237305.300642803,16446160.29924252,16655015.211307453,16863870.206170075,17072725.195797235,17250778.807408288,17428832.536374263,17606886.22836443,17784939.849640943,17962993.51656804,18090735.25180976,18218476.815925792,18346218.473296624,18473960.103620406,18601701.76440139
103,318265.00815963745,326018.04134750366,333771.0861377716,341524.11507225037,349277.173910141,357030.20982933044,365670.07147979736,374309.9168891907,382949.7638244629,391589.6224594116,400229.4850406647,409756.03922080994,419282.59054756165,428809.1504611969,438335.70694351196,447862.2761993408,458049.3976764679,468236.54702568054,478423.68168258667,488610.81674957275,498797.94822883606
104,369423.2877050638,383759.1268184185,398094.9443972111,412430.7786473036,426766.6137254238,441102.4256848097,456901.4667941332,472700.50854742527,488499.5461962223,504298.59151387215,520097.6301738024,538214.0695807934,556330.5181119442,574446.9713561535,592563.4208307266,610679.8571749926,630585.9438663721,650492.0514872074,670398.1485586166,690304.2731729746,710210.3608835936
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7334564.00302124,7569977.418262482,7805390.744289398,8040804.123775482,8276217.483697891,8511630.825811386,8779901.608514786,9048172.459350586,9316443.299762726,9584714.172683716,9852984.969367981,10137273.534629822,10421562.154586792,10705850.784259796,10990139.440937042,11274428.046539307,11561634.955821991,11848841.88930893,12136048.871509552,12423255.885868073,12710462.900558472
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,293083.37591552734,294783.6088256836,296483.8395996094,298184.0762939453,299884.30682373047,301584.54431152344,301195.2370605469,300805.92932128906,300416.6276855469,300027.3195800781,299638.01904296875,298486.17236328125,297334.32775878906,296182.47467041016,295030.63861083984,293878.7915649414,293251.1169433594,292623.44177246094,291995.76348876953,291368.0867919922,290740.41455078125
110,1044324.2114930749,1066937.1084515452,1089549.9861050248,1112162.8735579252,1134775.74211061,1157388.6027187705,1180508.9332706928,1203629.290890932,1226749.6500076652,1249869.9689612389,1272990.3056842089,1293462.1800111532,1313934.1170220375,1334406.0120116472,1354877.948912263,1375349.8265166283,1392439.9621403217,1409530.0800694823,1426620.147243321,1443710.164369464,1460800.2950341702
111,51238.647207550704,54929.67754624039,58620.70863549039,62311.739283427596,66002.76888506487,69693.79933610931,71598.85989568383,73503.92087396234,75408.98125335202,77314.04238179512,79219.10166505538,80410.99576853402,81602.89174369723,82794.78756056167,83986.68146651983,85178.57558865473,85960.21573287807,86741.8556888299,87523.4967683889,88305.13571120147,89086.77706175297
112,12385819.586359978,12416213.213430882,12446606.810323954,12477000.447428703,12507394.120588303,12537787.764692068,12546907.881383896,12556028.036924362,12565148.237456083,12574268.42655754,12583388.598334312,12600538.81347394,12617689.11220479,12634839.377236128,12651989.616892338,12669139.874091387,12663268.62468052,12657397.408965826,12651526.106387854,12645654.874612808,12639783.645514965
113,147650.7173242569,152278.46659564972,156906.22539901733,161533.97185707092,166161.72898101807,170789.4799413681,175245.2673406601,179701.05576705933,184156.84823322296,188612.6295337677,193068.41926002502,195699.923661232,198331.42373657227,200962.92907428741,203594.4313659668,206225.9349155426,208365.03401756287,210504.13181304932,212643.22408676147,214782.32263183594,216921.41903305054
114,10081338.180355787,10252573.63087678,10423809.068448305,10595044.476851225,10766279.931317568,10937515.352225542,11118486.916565418,11299458.556444883,11480430.058470964,11661401.716780186,11842373.305012703,12022357.024607658,12202340.828039646,12382324.570705414,12562308.412766457,12742292.04658842,12919804.25484991,13097316.452907085,13274828.443915844,13452340.637880564,13629852.870524406
115,8715028.91138649,8867958.286441565,9020887.666597605,9173817.188763142,9326746.566760778,9479675.967833757,9631326.895724535,9782977.839071512,9934628.663504362,10086279.633740425,10237930.584645748,10384759.00253439,10531587.443553925,10678415.687503338,10825244.044060707,10972072.41236496,11108890.761641026,11245709.017279148,11382527.212854862,11519345.459079266,11656163.77860117
116,4914113.370350365,4903812.598206991,4893511.8528645355,4883211.146131918,4872910.4075100385,4862609.6535518505,4848152.952792179,4833696.283397237,4819239.608922584,4804782.93379779,4790326.243653914,4782648.016026746,4774969.782455858,4767291.555859499,4759613.3471649345,4751935.092667431,4749092.576531157,4746250.046720474,4743407.492892955,4740564.981805742,4737722.456334816
117,71828.53661394119,73408.7453379631,74988.95391750336,76569.15977811813,78149.36886644363,79729.57817792892,82310.80977106094,84892.0410759449,87473.27171230316,90054.50106215477,92635.73247885704,94476.00703310966,96316.2797806263,98156.55026936531,99996.82140922546,101837.09679579735,103453.93772149086,105070.7817223072,106687.62128329277,108304.46541571617,109921.30954217911
118,57095.454833984375,58710.68738555908,60325.917472839355,61941.14805603027,63556.37971496582,65171.6071472168,66338.17610168457,67504.74128723145,68671.30453491211,69837.86906433105,71004.43273925781,71877.03025817871,72749.62925720215,73622.22869873047,74494.8276977539,75367.42669677734,76039.92593383789,76712.4321899414,77384.92890930176,78057.43176269531,78729.93440246582
119,126077.92803192139,127861.9998550415,129646.07456207275,131430.14765930176,133214.21976470947,134998.29438781738,136543.18253326416,138088.0690383911,139632.9568786621,141177.8457183838,142722.73014831543,144244.5622024536,145766.3937072754,147288.22232818604,148810.05393981934,150331.88731384277,151656.6469116211,152981.4058227539,154306.1626586914,155630.92558288574,156955.6856689453
120,143499.55645227432,145716.94819641113,147934.33777809143,150151.73369407654,152369.1231994629,154586.51372241974,156759.84431171417,158933.17320156097,161106.50156021118,163279.8291683197,165453.1603384018,167637.74252796173,169822.3226699829,172006.90437698364,174191.48378658295,176376.06928825378,178600.8914051056,180825.71792507172,183050.5467824936,185275.37544631958,187500.19953918457
121,16597.874221801758,16477.978256225586,16358.081954956055,16238.185989379883,16118.290309906006,15998.393672943115,16116.280815124512,16234.167671203613,16352.054595947266,16469.941619873047,16587.82847595215,16703.034698486328,16818.241760253906,16933.448150634766,17048.654808044434,17163.86186981201,17245.57903289795,17327.296463012695,17409.012115478516,17490.729949951172,17572.44744873047
122,241042.95121002197,243895.02815246582,246747.0937538147,249599.16093826294,252451.23190307617,255303.30605316162,259300.8745613098,263298.4479446411,267296.021774292,271293.5958175659,275291.168548584,277984.0414237976,280676.91234588623,283369.7884712219,286062.66304016113,288755.54037475586,291238.177444458,293720.80852127075,296203.4475212097,298686.0811576843,301168.7196960449
123,113024.80741882324,113273.1025428772,113521.39867401123,113769.69282913208,114017.98793029785,114266.28321838379,114436.7311592102,114607.18103790283,114777.63166046143,114948.0817451477,115118.5297164917,115575.26117324829,116031.9934463501,116488.72518157959,116945.45795822144,117402.18882369995,117899.49342727661,118396.79941940308,118894.10387420654,119391.41038131714,119888.71487045288
124,445646.30101013184,447045.3735961914,448444.4567718506,449843.5251159668,451242.60482788086,452641.68144226074,454501.3965911865,456361.1058959961,458220.8305053711,460080.54110717773,461940.2492828369,463507.1086578369,465073.96295166016,466640.81521606445,468207.66748046875,469774.52449035645,470945.13302612305,472115.74017333984,473286.347076416,474456.9582977295,475627.5713043213
125,253539.72143554688,254062.09524536133,254584.465133667,255106.83544921875,255629.2064819336,256151.58416748047,256864.7250213623,257577.86779785156,258291.01118469238,259004.15464782715,259717.29373168945,260631.19984436035,261545.1046142578,262459.00480651855,263372.90843963623,264286.8079147339,265401.68087005615,266516.55213165283,267631.4195251465,268746.29136657715,269861.1644744873
126,1830429.8670933247,1836296.0871458054,1842162.3323664665,1848028.5729763508,1853894.8096456528,1859761.0471618176,1866270.082947731,1872779.155495882,1879288.2042899132,1885797.2944927216,1892306.334764719,1899056.669807434,1905807.0145902634,1912557.3649144173,1919307.7266216278,1926058.051563263,1928775.962342739,1931493.876206398,1934211.792801857,1936929.6910495758,1939647.5881652832
127,291614.5601654053,293412.83614349365,295211.1113510132,297009.38192749023,298807.6544723511,300605.9310760498,302343.9122772217,304081.8989944458,305819.8829727173,307557.86476898193,309295.8487472534,310887.0305557251,312478.2127838135,314069.392414093,315660.5759963989,317251.7508468628,319604.643699646,321957.54025650024,324310.43647384644,326663.3313674927,329016.2250595093
129,4040640.626345247,4120867.3075582087,4201094.047754198,4281320.769084275,4361547.472146571,4441774.144980043,4525225.196162939,4608676.265397459,4692127.341578424,4775578.412773579,4859029.476537973,4944825.3411192,5030621.247501075,5116417.158143699,5202213.034588933,5288008.955066413,5372291.704621136,5456574.531500399,5540857.321595073,5625140.097377807,5709422.883028418
130,1913021.680818081,1948979.950811088,1984938.209858954,2020896.4932710528,2056854.7575044036,2092813.0242916942,2126891.168953359,2160969.31505847,2195047.462422967,2229125.611795664,2263203.7563472986,2294353.3084828854,2325502.8692524433,2356652.4233140945,2387801.9757227898,2418951.531443119,2447915.2607967854,2476879.0097260475,2505842.736587286,2534806.4735753536,2563770.208147764
131,2850860.9350705147,2880257.1794540584,2909653.392383635,2939049.601332903,2968445.8390141726,2997842.0586680174,3025951.891733229,3054061.7182997465,3082171.544114828,3110281.3749728203,3138391.1999958754,3163100.869885564,3187810.552733302,3212520.234160304,3237229.9073035717,3261939.575122118,3284155.5028641224,3306371.4223940372,3328587.380125046,3350803.3118469715,3373019.2373189926
132,8473225.94967106,8623846.231823623,8774466.551052362,8925086.802901506,9075707.063638777,9226327.373504937,9370334.45780924,9514341.447924197,9658348.46570322,9802355.498197854,9946362.57131043,10075709.828340381,10205056.906514674,10334404.05339536,10463751.218471438,10593098.468216628,10698826.158491313,10804554.048698634,10910281.90361178,11016009.710038215,11121737.551643878
133,3020064.999818518,3077714.3786670007,3135363.7451424515,3193013.15386061,3250662.5302497735,3308311.882378388,3364438.2515202365,3420564.5965953995,3476690.955334746,3532817.3411816615,3588943.6751627745,3640067.156149038,3691190.5968848066,3742314.061941269,3793437.520082458,3844560.9759417577,3896344.168442298,3948127.404960499,3999910.613129043,4051693.7996735615,4103477.0114475605
134,5007548.217197418,5031294.065338135,5055039.880332947,5078785.677772522,5102531.513130188,5126277.304573059,5142670.48657608,5159063.659404755,5175456.814388275,5191849.96402359,5208243.13860321,5223916.797721863,5239590.456916809,5255264.174423218,5270937.849189758,5286611.523948669,5303495.461639404,5320379.425632477,5337263.423038483,5354147.37746048,5371031.3192977905
135,21944759.874284863,22312112.8110604,22679465.660061672,23046818.545349862,23414171.50508296,23781524.36962447,24227460.487615723,24673396.54298355,25119332.71977915,25565268.845675956,26011204.936008055,26407569.792501774,26803934.57476304,27200299.299799588,27596664.028231993,27993028.887115225,28216117.776138887,28439206.69023744,28662295.630431097,28885384.5499677,29108473.453103215
136,1888904.2749619484,1934690.8347768784,1980477.3875694275,2026263.937620163,2072050.4887075424,2117837.057908535,2164098.983291149,2210360.90639925,2256622.840812683,2302884.7720708847,2349146.699063301,2395757.600610256,2442368.4982070923,2488979.4104709625,2535590.2954297066,2582201.1990880966,2628770.0188508034,2675338.8176021576,2721907.6489748955,2768476.454932213,2815045.2570843697
137,6583276.84577449,6698022.157879408,6812767.567255452,6927512.76121635,7042258.177552501,7157003.485443978,7280528.682954207,7404053.609810384,7527578.666361287,7651103.598362261,7774628.807011699,7898082.802278191,8021537.0339172315,8144991.067174209,8268445.332476165,8391899.120599102,8512259.919163693,8632620.711628381,8752981.701782309,8873342.493173689,8993703.307662383
138,17213918.291047454,17468319.541897476,17722720.915703952,17977122.159832686,18231523.496596485,18485924.835309327,18750814.632409513,19015704.67586547,19280594.507496268,19545484.36177799,19810374.198214352,20108889.56031415,20407404.960609436,20705919.94332987,21004435.454114348,21302950.680702716,21593715.332675785,21884479.879536778,22175244.421250075,22466008.930598646,22756773.684535652
139,15749101.280730702,16038222.228381455,16327343.232463732,16616464.1161412,16905585.172721446,17194706.05391991,17479201.191110373,17763696.101104677,18048191.1080395,18332686.118686736,18617181.120135188,18891680.05476129,19166179.015739262,19440677.77701074,19715177.00904864,19989675.716778457,20257214.207367897,20524752.78059697,20792291.21717322,21059829.552859783,21327368.053662777
140,1205523.1930923462,1213506.4680480957,1221489.7652053833,1229473.0401420593,1237456.3425865173,1245439.618270874,1245705.2920150757,1245970.9507827759,1246236.6257591248,1246502.2807350159,1246767.9520072937,1249789.0175971985,1252810.0800437927,1255831.145149231,1258852.2114048004,1261873.2777938843,1263081.8393211365,1264290.3978366852,1265498.9631519318,1266707.5290851593,1267916.0933265686
141,80713.96752369404,81353.70988047123,81993.4521073103,82633.19443458319,83272.93793392181,83912.68000042439,84002.2516065836,84091.82391786575,84181.39668345451,84270.96868562698,84360.5411207676,84251.57008457184,84142.5987393856,84033.62907350063,83924.65752661228,83815.68696665764,84036.42668193579,84257.16551744938,84477.90632241964,84698.64522987604,84919.38371694088
143,419284.8106614314,423022.8555826396,426760.8984742835,430498.9419578947,434236.98399224505,437975.02473492175,443332.8540829085,448690.6946141347,454048.5224509761,459406.3564800918,464764.1895509511,467162.1004893407,469560.01708834246,471957.9331258498,474355.848234348,476753.7667608373,479506.464428924,482259.17393663153,485011.87563784793,487764.58108109236,490517.2814601213
144,51.6879023835063,52.69668001681566,53.705454751849174,54.714230597019196,55.72300533205271,56.731783010065556,58.156651712954044,59.5815224647522,61.00639081001282,62.431256510317326,63.85612490773201,65.53789249062538,67.21966039389372,68.90143041312695,70.5831982716918,72.26496585458517,73.96735348552465,75.66974170506,77.37213553488255,79.0745235607028,80.77691120654345
145,137473.89899933664,137182.465311334,136891.03014237713,136599.5963008618,136308.1621854119,136016.72756589297,135203.00706816977,134389.28845406557,133575.56775350962,132761.84789922694,131948.12763540307,131210.01100330008,130471.89338699728,129733.77658920316,128995.65850748215,128257.54061728064,127851.38387402799,127445.22832895978,127039.07264438039,126632.91634903615,126226.76034619415
146,569.436371922493,586.801231265068,604.1660690307617,621.5308904647827,638.895765542984,656.2606117725372,676.2731556892395,696.2856597900391,716.2981967926025,736.3107242584229,756.3232564926147,779.3871641159058,802.4510822296143,825.5150401592255,848.5789477825165,871.6428554058075,898.223432302475,924.8039813041687,951.3845860958099,977.9651255607605,1004.545702457428
147,742731.4496904612,754180.702559948,765629.9442044497,777079.1875741482,788528.4333558083,799977.680564642,809962.8574769497,819948.0409920216,829933.2177348137,839918.3964636326,849903.5777390003,862560.2239522934,875216.8734693527,887873.5200061798,900530.1698114872,913186.8234534264,927343.5667562485,941500.3096474409,955657.0509943962,969813.8057647943,983970.5395191908
148,52628.78068494797,52713.3291618824,52797.87831783295,52882.42895889282,52966.978348731995,53051.526151657104,53403.70734453201,53755.888229846954,54108.068131923676,54460.24871587753,54812.42915725708,55106.44711017609,55400.466859817505,55694.48919725418,55988.5092291832,56282.52940607071,56626.886872291565,56971.24421405792,57315.60078001022,57659.96155118942,58004.315324783325
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,116402.59579658508,117099.58352851868,117796.57259511948,118493.5615735054,119190.54868841171,119887.53622627258,118524.71832752228,117161.90052175522,115799.08094787598,114436.2641324997,113073.4471654892,113093.90788674355,113114.3655924797,113134.82016992569,113155.27813792229,113175.73861026764,113373.9717297554,113572.20296955109,113770.43851661682,113968.67228984833,114166.90508890152
152,253917.3823261261,255279.45025396347,256641.52060890198,258003.5898900032,259365.6618862152,260727.72806167603,262292.6403079033,263857.5522451401,265422.46267175674,266987.3753390312,268552.2860684395,270405.5583996773,272258.8327717781,274112.10422611237,275965.37902879715,277818.65158462524,279275.6287741661,280732.6064376831,282189.58727550507,283646.56481838226,285103.5434169769
153,108818.53106307983,109133.36479854584,109448.19665336609,109763.03028297424,110077.86369991302,110392.69787693024,110104.69980144501,109816.70215129852,109528.70355319977,109240.70513629913,108952.70601940155,108529.53297615051,108106.35749530792,107683.18234443665,107260.0065073967,106836.83276319504,106683.1312494278,106529.42888784409,106375.7256860733,106222.02386331558,106068.32336473465
154,3516.950314640999,3428.7854900360107,3340.620638370514,3252.455790758133,3164.2909927368164,3076.1261028051376,3044.334843635559,3012.543520450592,2980.7522149086,2948.9608550071716,2917.169568657875,2906.18277156353,2895.1959017515182,2884.209100484848,2873.2222423553467,2862.235419511795,2860.4570412635803,2858.6786572933197,2856.9002767801285,2855.1218687295914,2853.3434442281723
155,405515.27224349976,405096.73698425293,404678.19272613525,404259.65507507324,403841.1181411743,403422.58209991455,403251.14852523804,403079.7234840393,402908.29738235474,402736.8578453064,402565.43620300293,401887.45488357544,401209.48625564575,400531.5117301941,399853.5460395813,399175.55533981323,400409.57497787476,401643.5994758606,402877.61671066284,404111.639503479,405345.64330101013
156,46484.509757995605,44435.83359527588,42387.15763092041,40338.482971191406,38289.80736541748,36241.131340026855,35791.86479187012,35342.598262786865,34893.33057785034,34444.06492996216,33994.79818344116,34683.68003463745,35372.561420440674,36061.442153930664,36750.32423400879,37439.20584106445,38080.16042327881,38721.11574554443,39362.07054901123,40003.026039123535,40643.98081970215
157,826.2574195861816,786.5131855010986,746.7689514160156,707.0247173309326,667.2804832458496,627.5362491607666,596.7560291290283,565.9758567810059,535.1955890655518,504.4153690338135,473.6351490020752,447.9515075683594,422.26786613464355,396.5842008590698,370.9005832672119,345.2169179916382,325.3474712371826,305.47802448272705,285.6085777282715,265.7391309738159,245.86968421936035
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,52920.369300842285,52667.90417480469,52415.43897628784,52162.973529815674,51910.50927734375,51658.04508590698,51097.29747390747,50536.55142211914,49975.80457305908,49415.058364868164,48854.31141281128,48490.47633743286,48126.64051818848,47762.80646896362,47398.97211074829,47035.13712310791,46925.48709869385,46815.83781051636,46706.18907546997,46596.540298461914,46486.89081573486
162,4786601.708158094,4857733.079863474,4928864.5039278995,4999995.876365147,5071127.269943812,5142258.66372694,5203302.923689516,5264347.21471766,5325391.461738921,5386435.745771081,5447480.018523778,5490048.393945577,5532616.737977121,5575185.143610151,5617753.504354791,5660321.850680121,5713385.534237744,5766449.21665169,5819512.8843524745,5872576.565146305,5925640.240796648
163,112898973.22967899,113792412.42797741,114685851.78981547,115579291.00240444,116472730.32968137,117366169.63221274,118252035.34391564,119137901.29889487,120023766.94603987,120909632.8420089,121795498.6307228,122483695.70226426,123171893.03225763,123860089.89570667,124548287.05483302,125236484.26397158,125855560.91610634,126474637.63746971,127093714.35034707,127712790.84619044,128331867.42466421
164,300541.1956958771,309317.8280534744,318094.47244381905,326871.1063338518,335647.7445811033,344424.38020694256,353829.5281076431,363234.6652920246,372639.80531835556,382044.9569039345,391450.0963728428,400673.8988099098,409897.70127797127,419121.4950520992,428345.29639935493,437569.10611343384,446846.5063328743,456123.8960940838,465401.3012444973,474678.68725538254,483956.08977270126
166,3077608.0305404663,3095906.4260406494,3114204.8103408813,3132503.194747925,3150801.575767517,3169099.9570236206,3183975.297973633,3198850.6677627563,3213725.9870529175,3228601.390449524,3243476.7121047974,3255674.8910827637,3267873.048599243,3280071.2397460938,3292269.421279907,3304467.579673767,3315403.867843628,3326340.144378662,3337276.4531707764,3348212.7617263794,3359149.061820984
167,821724.4856175007,821019.6294023367,820314.7961227689,819609.9451521626,818905.0995755009,818200.2521085637,819745.4495300502,821290.6502463487,822835.8544285139,824381.0482045165,825926.248405078,827997.4991780645,830068.7621999383,832140.0095200641,834211.2668490591,836282.5287659019,839575.9833330619,842869.4589527729,846162.9210079019,849456.385618174,852749.8503481415
168,461662.18989097327,463491.4078494683,465320.6258830428,467149.8344596997,468979.0498875752,470808.26818507165,475405.2279585302,480002.1935079098,484599.17645281553,489196.13772790134,493793.1111987829,498085.09244166315,502377.086041227,506669.0813280344,510961.0745664239,515253.0680436194,518956.1753357649,522659.2862844765,526362.4045683146,530065.5127118081,533768.6250994802
