data_source,assess_year,country,level,date,regional,location,risk_factor
US,2019,Afghanistan,Level 4: Do Not Travel,4/9/19,,,"crime, terrorism, civil unrest, kidnapping, and armed conflict. "
US,2019,Albania,Level 1: Exercise Normal Precautions,7/10/19,,,
US,2019,Albania,Level 2: Exercise Increased Caution,6/27/19,1,The southern town of Lazarat,crime
US,2019,Algeria,Level 2: Exercise Increased Caution,4/9/19,,,Terrorism
US,2019,Algeria,Level 4: Do Not Travel,4/9/19,1,Eastern and southern borders,"Terrorism and criminal activities, including kidnapping."
US,2019,Algeria,Level 4: Do Not Travel,4/9/19,1,Sahara Desert,"Terrorism and criminal activities, including kidnapping."
US,2019,Andorra,Level 1: Exercise Normal Precautions,8/28/18,,,
US,2019,Angola,Level 1: Exercise Normal Precautions,4/9/19,,,crime and kidnapping
US,2019,Anguilla,Level 1: Exercise Normal Precautions,5/7/19,,,
US,2019,Antarctica,Level 2: Exercise Increased Caution,1/10/19,,,extreme and unpredictable weather
US,2019,Antigua and Barbuda,Level 1: Exercise Normal Precautions,2/26/19,,,
US,2019,Antigua and Barbuda,Level 1: Exercise Normal Precautions,2/26/19,1,Island of Barbuda ,aftermath of natural disaster 
US,2019,Argentina,Level 1: Exercise Normal Precautions,12/3/18,,,
US,2019,Armenia,Level 1: Exercise Normal Precautions,12/13/18,,,
US,2019,Armenia,Level 4: Do Not Travel,12/13/18,1,Nagorno-Karabakh,armed conflict 
US,2019,Aruba,Level 1: Exercise Normal Precautions,1/8/19,,,
US,2019,Australia,Level 1: Exercise Normal Precautions,12/6/18,,,
US,2019,Austria,Level 1: Exercise Normal Precautions,11/16/18,,,
US,2019,Azerbaijan,Level 2: Exercise Increased Caution,12/13/18,,,
US,2019,Azerbaijan,Level 4: Do Not Travel,12/13/18,1,Nagorno-Karabakh,armed conflict 
US,2019,Bahrain,Level 1: Exercise Normal Precautions,5/17/19,,,
US,2019,Bangladesh,Level 2: Exercise Increased Caution,4/9/19,,,
US,2019,Bangladesh,Level 3: Reconsider Travel,4/9/19,1,Southeast Bangladesh,kidnapping
US,2019,Bangladesh,Level 3: Reconsider Travel,4/9/19,1,Dhaka,crime
US,2019,Barbados,Level 1: Exercise Normal Precautions,3/7/19,,,
US,2019,Barbados,4: Do not travel,1/10/18,1,"Crab Hill, St. Lucy",crime
US,2019,Barbados,4: Do not travel,1/10/18,1,"Ivy, St. Michael",crime
US,2019,Barbados,4: Do not travel,1/10/18,1,"Nelson Street, Bridgetown",crime
US,2019,Barbados,4: Do not travel,1/10/18,1,"Wellington Street, Bridgetown",crime
US,2019,Barbados,4: Do not travel,1/10/18,1,Jolly Roger and Buccaneer Cruises,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,Black Rock,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,Deacons,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,Carrington Village,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,Green Fields,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,New Orleans,crime
US,2019,Barbados,Level 2: Exercise Increased Caution,1/10/18,1,Pine,crime
US,2019,Belarus,Level 1: Exercise Normal Precautions,6/18/18,,,
US,2019,Belgium,Level 2: Exercise Increased Caution,12/21/18,,,terrorism
US,2019,Belize,Level 2: Exercise Increased Caution,1/4/19,,,crime
US,2019,Benin,Level 1: Exercise Normal Precautions,5/23/19,,,
US,2019,Benin,Level 3: Reconsider Travel,5/23/19,1,"Park Pendjari, Park W and Adjacent Hunting Zones",terrorism and kidnapping
US,2019,Benin,Level 2: Exercise Increased Caution,5/23/19,1,Urban Areas ,crime
US,2019,Bermuda,Level 1: Exercise Normal Precautions,1/8/19,,,
US,2019,Bhutan,Level 1: Exercise Normal Precautions,1/25/19,,,
US,2019,Bolivia,Level 1: Exercise Normal Precautions,5/8/19,,,
US,2019,"Bonaire, Sint Eustatius and Saba",Level 1: Exercise Normal Precautions,1/8/19,,,
US,2019,Bosnia and Herzegovina,Level 2: Exercise Increased Caution,6/25/19,,,terrorism and land mines
US,2019,Botswana,Level 1: Exercise Normal Precautions,12/14/18,,,
US,2019,Brazil,Level 2: Exercise Increased Caution,2/6/19,,,
US,2019,Brazil,4: Do not travel,2/6/19,1,"150 km of Brazil's land borders with Venezuela, Colombia, Peru, Bolivia, Guyana, Suriname, French Guiana, and Paraguay",crime
US,2019,Brazil,4: Do not travel,2/6/19,1,Do not use public buses in and around Recife.,cirme
US,2019,Brazil,4: Do not travel,2/6/19,1,"Informal housing developments (commonly referred to in Brazil as favelas, vilas, communidades, and/or conglomerados), at any time of day due to crime",crime
US,2019,Brazil,4: Do not travel,2/6/19,1,"Brasilia’s administrative regions (commonly known as “satellite cities”) of Ceilandia, Santa Maria, Sao Sebastiao, and Paranoa during non-daylight hours due to crime",crime
US,2019,Brazil,4: Do not travel,2/6/19,1,Recife’s Pina Beach from Dona Benvinda de Farias Street to the Brasilia Teimosa neighborhood after dark due to crime,crime
US,2019,British Virgin Islands,Level 1: Exercise Normal Precautions,5/7/19,,,
US,2019,Brunei,Level 1: Exercise Normal Precautions,10/17/18,,,
US,2019,Bulgaria,Level 1: Exercise Normal Precautions,10/17/18,,,
US,2019,Burkina Faso,Level 3: Reconsider Travel,6/3/19,,,
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Boucle du Mouhoun,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Cascades,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Centre-Est,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Centre-Nord,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Centre-Ouest,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Centre-Sud,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Est ,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Hauts-Bassins,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Nord,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Sahel,"crime, terrorism, and kidnapping"
US,2019,Burkina Faso,4: Do not travel,6/3/19,1,Sud-Ouest,"crime, terrorism, and kidnapping"
US,2019,Burma (Myanmar),Level 2: Exercise Increased Caution,6/18/19,,,
US,2019,Burundi,Level 3: Reconsider Travel,6/12/19,,,
US,2019,Cabo Verde,Level 1: Exercise Normal Precautions,12/4/18,,,crime and political violence
US,2019,Cambodia,Level 1: Exercise Normal Precautions,1/7/19,,,
US,2019,Cambodia,Level 2: Exercise Increased Caution,1/7/19,1,Phnom Penh,crime
US,2019,Cambodia,Level 2: Exercise Increased Caution,1/7/19,1,"Battambang, Banteay Meanchey, Pursat, Siem Reap, Pailin, and Kampong Thom provinces",land mines
US,2019,Cameroon,Level 2: Exercise Increased Caution,4/9/19,,,
US,2019,Cameroon,Level 4: Do Not Travel,4/9/19,1,"North, Far North, Northwest, and Southwest Regions, Parts of East and Adamawa Regions",crime and kidnapping
US,2019,Cameroon,Level 4: Do Not Travel,4/9/19,1,Far North,Terrorism
US,2019,Cameroon,Level 4: Do Not Travel,4/9/19,1,Northwest and Southwest ,armed conflict 
US,2019,Canada,Level 1: Exercise Normal Precautions,1/9/19,,,
US,2019,Cayman Islands,Level 1: Exercise Normal Precautions,1/8/19,,,
US,2019,Central African Republic,Level 4: Do Not Travel,4/9/19,,,"crime, civil unrest, and kidnapping "
US,2019,Chad,Level 3: Reconsider Travel,1/30/19,,,"crime, terrorism, and minefields"
US,2019,Chile,Level 1: Exercise Normal Precautions,8/27/18,,,
US,2019,China,Level 2: Exercise Increased Caution,1/3/19,,,arbitrary enforcement of local laws as well as special restrictions on dual U.S.-Chinese nationals.
US,2019,Colombia,Level 2: Exercise Increased Caution,4/9/19,,,
US,2019,Colombia,Level 4: Do Not Travel,4/9/19,1,"Arauca, Cauca, Chocó, Nariño and Norte de Santander Departments ",crime
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Antioquia department north of Medellin,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Caquetá department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Casanare department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Cesar department outside of Valledupar,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Cordoba department outside of Montería,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Guainía department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Guaviare department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Meta department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Putumayo department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Valle del Cauca department outside of Cali and Palmira area,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Vaupes department,crime and terrorism
US,2019,Colombia,Level 3: Reconsider Travel,4/9/19,1,Vichada department,crime and terrorism
US,2019,Comoros,Level 1: Exercise Normal Precautions,5/2/19,,,
US,2019,Costa Rica,Level 1: Exercise Normal Precautions,9/4/18,,,
US,2019,Cote d'Ivoire,Level 2: Exercise Increased Caution,12/11/18,,,crime and terrorism
US,2019,Croatia,Level 1: Exercise Normal Precautions,1/2/19,,,
US,2019,Cuba,Level 2: Exercise Increased Caution,8/23/18,,,
US,2019,Curacao,Level 1: Exercise Normal Precautions,1/8/19,,,
US,2019,Cyprus,Level 1: Exercise Normal Precautions,6/18/18,,,
US,2019,Czech Republic,Level 1: Exercise Normal Precautions,6/26/19,,,
US,2019,Democratic Republic of the Congo,Level 3: Reconsider Travel,4/9/19,,,
US,2019,Democratic Republic of the Congo,Level 4: Do Not Travel,4/9/19,1,North Kivu and Ituri Proviences ,"crime, Ebola, and kidnapping."
US,2019,Democratic Republic of the Congo,Level 4: Do Not Travel,4/9/19,1,The Eastern DRC Region and the Three Kasai Provinces,armed conflict 
US,2019,Denmark,Level 2: Exercise Increased Caution,6/25/19,,,Terrorism
US,2019,Djibouti,Level 1: Exercise Normal Precautions,12/12/18,,,
US,2019,Dominica,Level 1: Exercise Normal Precautions,5/7/19,,,
US,2019,Dominican Republic,Level 2: Exercise Increased Caution,4/15/19,,,crime
US,2019,Ecuador,Level 2: Exercise Increased Caution,4/9/19,,,crime
US,2019,Ecuador,Level 4: Do Not Travel,4/9/19,1,"Carchi, Sucumbíos, and northern Esmeraldas Provinces",crime
US,2019,Egypt,Level 2: Exercise Increased Caution,2/6/19,,,
US,2019,Egypt,Level 4: Do Not Travel,2/6/19,1,Sinai Peninsula,Terrorism
US,2019,Egypt,Level 4: Do Not Travel,2/6/19,1,Western Desert,Terrorism
US,2019,El Salvador,Level 3: Reconsider Travel,1/29/19,,,crime
US,2019,Equatorial Guinea,Level 1: Exercise Normal Precautions,12/10/18,,,
US,2019,Eritrea,Level 2: Exercise Increased Caution,2/25/19,,,
US,2019,Estonia,Level 1: Exercise Normal Precautions,8/17/18,,,
US,2019,Eswatini,Level 1: Exercise Normal Precautions,12/14/18,,,
US,2019,Ethiopia,Level 2: Exercise Increased Caution,5/13/19,,,
US,2019,Ethiopia,level 4: Do Not Travel,5/13/19,1,Somali Regional State,"civil unrest, terrorism, kidnapping, and landmines"
US,2019,Ethiopia,level 3: Reconsider Travel,5/13/19,1,The East Hararge Region and Guji Zone of Oromia State,armed conflict and civil unrest
US,2019,Ethiopia,level 3: Reconsider Travel,5/13/19,1,Benishangul Gumuz and the western part of Oromia State,armed conflict and civil unrest.
US,2019,Ethiopia,level 3: Reconsider Travel,5/13/19,1,"Border Areas with Kenya, Sudan, South Sudan, and Eritrea","crime, armed conflict, and civil unrest."
US,2019,Fiji,Level 1: Exercise Normal Precautions,12/18/18,,,
US,2019,Finland,Level 1: Exercise Normal Precautions,9/27/18,,,
US,2019,France,Level 2: Exercise Increased Caution,4/1/19,,,terrorism and civil unrest
US,2019,French Guiana,Level 1: Exercise Normal Precautions,10/24/18,,,
US,2019,French Polynesia,Level 1: Exercise Normal Precautions,3/25/19,,,
US,2019,French West Indies,Level 1: Exercise Normal Precautions,2/25/19,,,
US,2019,Gabon,Level 1: Exercise Normal Precautions,1/10/19,,,
US,2019,Georgia,Level 1: Exercise Normal Precautions,4/9/19,,,
US,2019,Germany,Level 2: Exercise Increased Caution,6/19/19,,,terrorism
US,2019,Ghana,Level 1: Exercise Normal Precautions,2/12/19,,,
US,2019,Greece,Level 1: Exercise Normal Precautions,7/10/18,,,
US,2019,Grenada,Level 1: Exercise Normal Precautions,2/25/19,,,
US,2019,Guatemala,Level 2: Exercise Increased Caution,2/28/19,,,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Guatemala Department,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Escuintla Department,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Chiquimula Department,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Quetzaltenango Department,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Izabal Department,crime
US,2019,Guatemala,Level 3: Reconsider Travel,2/28/19,1,Petén Department ,crime
US,2019,Guinea,Level 2: Exercise Increased Caution,1/31/19,,,civil unrest 
US,2019,Guinea-Bissau,Level 3: Reconsider Travel,4/25/19,,,crime and civil unrest
US,2019,Guyana,Level 2: Exercise Increased Caution,5/30/19,,,crime
US,2019,Haiti,Level 3: Reconsider Travel,6/11/19,,,"crime, civil unrest, and kidnapping "
US,2019,Honduras,Level 3: Reconsider Travel,6/24/19,,,
US,2019,Honduras,Level 4: Do Not Travel,6/24/19,1,Gracias a Dios Department,crime
US,2019,Hong Kong,Level 1: Exercise Normal Precautions,12/31/18,,,
US,2019,Hungary,Level 1: Exercise Normal Precautions,8/17/18,,,
US,2019,Iceland,Level 1: Exercise Normal Precautions,6/20/19,,,
US,2019,India,Level 2: Exercise Increased Caution,3/8/19,,,
US,2019,India,Level 4: Do Not Travel,3/8/19,1,State of Jammu and Kashmir,terrorism and civil unrest
US,2019,India,Level 4: Do Not Travel,3/8/19,1,Within 10 km of the India-Pakistan border,potential for armed conflict
US,2019,Indonesia,Level 2: Exercise Increased Caution,1/3/19,,,
US,2019,Indonesia,level 3: Reconsider Travel,1/3/19,1,Central Sulawesi and Papua,civil unrest 
US,2019,Iran,Level 4: Do Not Travel,4/9/19,,,
US,2019,Iraq,Level 4: Do Not Travel,5/15/19,,,
US,2019,Ireland,Level 1: Exercise Normal Precautions,11/6/18,,,
US,2019,"Israel, The West Bank and Gaza",Level 2: Exercise Increased Caution,12/28/18,,,
US,2019,"Israel, The West Bank and Gaza",Level 4: Do Not Travel,12/28/18,1,Gaza,"terrorism, civil unrest, and armed conflict"
US,2019,"Israel, The West Bank and Gaza",Level 3: Reconsider Travel,12/28/18,1,West Bank,"terrorism, potentially violent civil unrest, and the potential for armed conflict"
US,2019,Italy,Level 2: Exercise Increased Caution,12/31/18,,,terrorism
US,2019,Jamaica,Level 2: Exercise Increased Caution,4/15/19,,,
US,2019,Jamaica,Level 4: Do Not Travel,4/15/19,1,Some areas of Kingston,crime
US,2019,Jamaica,Level 4: Do Not Travel,4/15/19,1,Some areas of Montego Bay,crime
US,2019,Jamaica,Level 4: Do Not Travel,4/15/19,1,Spanish Town,crime
US,2019,Japan,Level 1: Exercise Normal Precautions,12/20/18,,,
US,2019,Jordan,Level 2: Exercise Increased Caution,12/12/18,,,
US,2019,Jordan,Level 4: Do Not Travel,12/12/18,1,The border with Syria and Iraq,terrorism and armed conflict
US,2019,Kazakhstan,Level 1: Exercise Normal Precautions,4/3/19,,,
